micro_zone,distributionType,n,scenario,dc
2900,MOTORIZED,9,3-MUC: Optimiert,14
2901,MOTORIZED,6,3-MUC: Optimiert,14
2902,MOTORIZED,15,3-MUC: Optimiert,14
2903,MOTORIZED,8,3-MUC: Optimiert,14
2904,MOTORIZED,13,3-MUC: Optimiert,14
2905,MOTORIZED,8,3-MUC: Optimiert,14
2906,MOTORIZED,2,3-MUC: Optimiert,14
2907,MOTORIZED,6,3-MUC: Optimiert,14
2908,MOTORIZED,4,3-MUC: Optimiert,14
2909,MOTORIZED,24,3-MUC: Optimiert,14
2910,CARGO_BIKE,20,3-MUC: Optimiert,14
2910,MOTORIZED,32,3-MUC: Optimiert,14
2911,CARGO_BIKE,4,3-MUC: Optimiert,14
2911,MOTORIZED,4,3-MUC: Optimiert,14
2912,CARGO_BIKE,13,3-MUC: Optimiert,14
2912,MOTORIZED,9,3-MUC: Optimiert,14
2913,CARGO_BIKE,6,3-MUC: Optimiert,14
2913,MOTORIZED,3,3-MUC: Optimiert,14
2914,CARGO_BIKE,11,3-MUC: Optimiert,14
2914,MOTORIZED,4,3-MUC: Optimiert,14
2915,CARGO_BIKE,17,3-MUC: Optimiert,14
2915,MOTORIZED,18,3-MUC: Optimiert,14
2916,CARGO_BIKE,17,3-MUC: Optimiert,14
2916,MOTORIZED,18,3-MUC: Optimiert,14
2917,MOTORIZED,16,3-MUC: Optimiert,14
2918,MOTORIZED,23,3-MUC: Optimiert,14
2919,MOTORIZED,3,3-MUC: Optimiert,14
2920,MOTORIZED,9,3-MUC: Optimiert,14
2921,MOTORIZED,5,3-MUC: Optimiert,14
2922,MOTORIZED,9,3-MUC: Optimiert,14
2923,MOTORIZED,5,3-MUC: Optimiert,14
2924,MOTORIZED,6,3-MUC: Optimiert,14
2925,MOTORIZED,6,3-MUC: Optimiert,14
2926,MOTORIZED,6,3-MUC: Optimiert,14
2927,MOTORIZED,4,3-MUC: Optimiert,14
2928,MOTORIZED,7,3-MUC: Optimiert,14
2929,MOTORIZED,6,3-MUC: Optimiert,14
2930,MOTORIZED,10,3-MUC: Optimiert,14
2931,MOTORIZED,17,3-MUC: Optimiert,14
2932,MOTORIZED,20,3-MUC: Optimiert,14
2933,MOTORIZED,17,3-MUC: Optimiert,14
2934,MOTORIZED,21,3-MUC: Optimiert,14
2935,MOTORIZED,11,3-MUC: Optimiert,14
2936,MOTORIZED,4,3-MUC: Optimiert,14
2937,MOTORIZED,10,3-MUC: Optimiert,14
2938,MOTORIZED,18,3-MUC: Optimiert,14
2939,MOTORIZED,10,3-MUC: Optimiert,14
2940,MOTORIZED,11,3-MUC: Optimiert,14
2941,MOTORIZED,16,3-MUC: Optimiert,14
2942,MOTORIZED,16,3-MUC: Optimiert,14
2943,MOTORIZED,22,3-MUC: Optimiert,14
2944,MOTORIZED,17,3-MUC: Optimiert,14
2945,MOTORIZED,6,3-MUC: Optimiert,14
2946,MOTORIZED,8,3-MUC: Optimiert,14
2947,MOTORIZED,13,3-MUC: Optimiert,14
2948,MOTORIZED,9,3-MUC: Optimiert,14
2949,MOTORIZED,33,3-MUC: Optimiert,14
2950,MOTORIZED,23,3-MUC: Optimiert,14
2951,MOTORIZED,5,3-MUC: Optimiert,14
2952,CARGO_BIKE,11,3-MUC: Optimiert,14
2952,MOTORIZED,5,3-MUC: Optimiert,14
2953,CARGO_BIKE,11,3-MUC: Optimiert,14
2953,MOTORIZED,14,3-MUC: Optimiert,14
2954,MOTORIZED,2,3-MUC: Optimiert,14
2955,CARGO_BIKE,3,3-MUC: Optimiert,14
2955,MOTORIZED,2,3-MUC: Optimiert,14
2957,MOTORIZED,3,3-MUC: Optimiert,14
2958,MOTORIZED,12,3-MUC: Optimiert,14
2959,MOTORIZED,11,3-MUC: Optimiert,14
2960,CARGO_BIKE,3,3-MUC: Optimiert,14
2961,CARGO_BIKE,2,3-MUC: Optimiert,14
2962,CARGO_BIKE,7,3-MUC: Optimiert,14
2962,MOTORIZED,3,3-MUC: Optimiert,14
2963,CARGO_BIKE,3,3-MUC: Optimiert,14
2963,MOTORIZED,8,3-MUC: Optimiert,14
2964,MOTORIZED,8,3-MUC: Optimiert,14
2965,CARGO_BIKE,10,3-MUC: Optimiert,14
2965,MOTORIZED,4,3-MUC: Optimiert,14
2966,CARGO_BIKE,7,3-MUC: Optimiert,14
2966,MOTORIZED,4,3-MUC: Optimiert,14
2967,CARGO_BIKE,2,3-MUC: Optimiert,14
2967,MOTORIZED,3,3-MUC: Optimiert,14
2968,CARGO_BIKE,7,3-MUC: Optimiert,14
2968,MOTORIZED,5,3-MUC: Optimiert,14
2969,CARGO_BIKE,9,3-MUC: Optimiert,14
2969,MOTORIZED,7,3-MUC: Optimiert,14
3002,MOTORIZED,17,3-MUC: Optimiert,14
3003,MOTORIZED,15,3-MUC: Optimiert,14
3004,MOTORIZED,32,3-MUC: Optimiert,14
3005,MOTORIZED,20,3-MUC: Optimiert,14
3006,MOTORIZED,7,3-MUC: Optimiert,14
3007,MOTORIZED,23,3-MUC: Optimiert,14
3008,MOTORIZED,8,3-MUC: Optimiert,14
3009,MOTORIZED,18,3-MUC: Optimiert,14
3010,MOTORIZED,29,3-MUC: Optimiert,14
3011,MOTORIZED,9,3-MUC: Optimiert,14
3012,MOTORIZED,7,3-MUC: Optimiert,14
3013,MOTORIZED,13,3-MUC: Optimiert,14
3014,MOTORIZED,10,3-MUC: Optimiert,14
3022,MOTORIZED,22,3-MUC: Optimiert,14
3023,MOTORIZED,8,3-MUC: Optimiert,14
3024,MOTORIZED,33,3-MUC: Optimiert,14
3025,MOTORIZED,11,3-MUC: Optimiert,14
3026,MOTORIZED,18,3-MUC: Optimiert,14
3027,MOTORIZED,15,3-MUC: Optimiert,14
3028,MOTORIZED,11,3-MUC: Optimiert,14
3029,MOTORIZED,12,3-MUC: Optimiert,14
3030,MOTORIZED,11,3-MUC: Optimiert,14
3031,MOTORIZED,14,3-MUC: Optimiert,14
3032,MOTORIZED,22,3-MUC: Optimiert,14
3033,MOTORIZED,14,3-MUC: Optimiert,14
3034,MOTORIZED,8,3-MUC: Optimiert,14
3035,MOTORIZED,14,3-MUC: Optimiert,14
3036,MOTORIZED,5,3-MUC: Optimiert,14
3037,MOTORIZED,7,3-MUC: Optimiert,14
3038,MOTORIZED,21,3-MUC: Optimiert,14
3039,MOTORIZED,10,3-MUC: Optimiert,14
3040,MOTORIZED,21,3-MUC: Optimiert,14
3041,MOTORIZED,20,3-MUC: Optimiert,14
3042,MOTORIZED,17,3-MUC: Optimiert,14
3043,CARGO_BIKE,16,3-MUC: Optimiert,14
3043,MOTORIZED,7,3-MUC: Optimiert,14
3044,CARGO_BIKE,9,3-MUC: Optimiert,14
3044,MOTORIZED,3,3-MUC: Optimiert,14
3045,CARGO_BIKE,3,3-MUC: Optimiert,14
3045,MOTORIZED,2,3-MUC: Optimiert,14
3046,CARGO_BIKE,3,3-MUC: Optimiert,14
3046,MOTORIZED,5,3-MUC: Optimiert,14
3047,CARGO_BIKE,8,3-MUC: Optimiert,14
3047,MOTORIZED,3,3-MUC: Optimiert,14
3048,CARGO_BIKE,13,3-MUC: Optimiert,14
3048,MOTORIZED,6,3-MUC: Optimiert,14
3049,CARGO_BIKE,3,3-MUC: Optimiert,14
3049,MOTORIZED,2,3-MUC: Optimiert,14
3050,CARGO_BIKE,11,3-MUC: Optimiert,14
3050,MOTORIZED,3,3-MUC: Optimiert,14
3051,CARGO_BIKE,2,3-MUC: Optimiert,14
3051,MOTORIZED,1,3-MUC: Optimiert,14
3052,CARGO_BIKE,7,3-MUC: Optimiert,14
3052,MOTORIZED,4,3-MUC: Optimiert,14
3053,MOTORIZED,17,3-MUC: Optimiert,14
3054,MOTORIZED,11,3-MUC: Optimiert,14
3055,MOTORIZED,3,3-MUC: Optimiert,14
3056,MOTORIZED,5,3-MUC: Optimiert,14
3057,CARGO_BIKE,9,3-MUC: Optimiert,14
3057,MOTORIZED,6,3-MUC: Optimiert,14
3058,CARGO_BIKE,4,3-MUC: Optimiert,14
3058,MOTORIZED,4,3-MUC: Optimiert,14
3059,CARGO_BIKE,1,3-MUC: Optimiert,14
3059,MOTORIZED,3,3-MUC: Optimiert,14
3060,CARGO_BIKE,5,3-MUC: Optimiert,14
3060,MOTORIZED,3,3-MUC: Optimiert,14
3061,CARGO_BIKE,3,3-MUC: Optimiert,14
3062,CARGO_BIKE,9,3-MUC: Optimiert,14
3062,MOTORIZED,3,3-MUC: Optimiert,14
3063,CARGO_BIKE,9,3-MUC: Optimiert,14
3063,MOTORIZED,4,3-MUC: Optimiert,14
3064,MOTORIZED,18,3-MUC: Optimiert,14
3065,MOTORIZED,12,3-MUC: Optimiert,14
3066,MOTORIZED,1,3-MUC: Optimiert,14
3067,MOTORIZED,11,3-MUC: Optimiert,14
3068,MOTORIZED,7,3-MUC: Optimiert,14
3069,MOTORIZED,24,3-MUC: Optimiert,14
3070,MOTORIZED,46,3-MUC: Optimiert,14
3071,MOTORIZED,15,3-MUC: Optimiert,14
3072,MOTORIZED,19,3-MUC: Optimiert,14
3073,MOTORIZED,20,3-MUC: Optimiert,14
3074,MOTORIZED,30,3-MUC: Optimiert,14
3075,MOTORIZED,33,3-MUC: Optimiert,14
3076,MOTORIZED,36,3-MUC: Optimiert,14
3077,MOTORIZED,2,3-MUC: Optimiert,14
3078,MOTORIZED,22,3-MUC: Optimiert,14
3079,MOTORIZED,33,3-MUC: Optimiert,14
3080,MOTORIZED,38,3-MUC: Optimiert,14
3081,MOTORIZED,30,3-MUC: Optimiert,14
3082,MOTORIZED,38,3-MUC: Optimiert,14
3083,MOTORIZED,31,3-MUC: Optimiert,14
3084,MOTORIZED,27,3-MUC: Optimiert,14
3085,MOTORIZED,33,3-MUC: Optimiert,14
3086,MOTORIZED,33,3-MUC: Optimiert,14
3087,MOTORIZED,8,3-MUC: Optimiert,14
3088,MOTORIZED,12,3-MUC: Optimiert,14
3089,MOTORIZED,38,3-MUC: Optimiert,14
3090,MOTORIZED,40,3-MUC: Optimiert,14
3091,MOTORIZED,33,3-MUC: Optimiert,14
3092,MOTORIZED,39,3-MUC: Optimiert,14
3095,MOTORIZED,24,3-MUC: Optimiert,14
3096,MOTORIZED,15,3-MUC: Optimiert,14
3097,MOTORIZED,11,3-MUC: Optimiert,14
3098,MOTORIZED,12,3-MUC: Optimiert,14
3099,MOTORIZED,26,3-MUC: Optimiert,14
3100,MOTORIZED,15,3-MUC: Optimiert,14
3101,MOTORIZED,9,3-MUC: Optimiert,14
3102,MOTORIZED,17,3-MUC: Optimiert,14
3103,MOTORIZED,16,3-MUC: Optimiert,14
3104,MOTORIZED,16,3-MUC: Optimiert,14
3105,MOTORIZED,11,3-MUC: Optimiert,14
3106,MOTORIZED,19,3-MUC: Optimiert,14
3107,MOTORIZED,8,3-MUC: Optimiert,14
3108,MOTORIZED,10,3-MUC: Optimiert,14
3109,MOTORIZED,15,3-MUC: Optimiert,14
3110,MOTORIZED,11,3-MUC: Optimiert,14
3111,MOTORIZED,6,3-MUC: Optimiert,14
3112,MOTORIZED,2,3-MUC: Optimiert,14
3113,MOTORIZED,3,3-MUC: Optimiert,14
3114,MOTORIZED,10,3-MUC: Optimiert,14
3115,MOTORIZED,1,3-MUC: Optimiert,14
3116,MOTORIZED,10,3-MUC: Optimiert,14
3117,MOTORIZED,15,3-MUC: Optimiert,14
3118,MOTORIZED,3,3-MUC: Optimiert,14
3119,MOTORIZED,10,3-MUC: Optimiert,14
3120,MOTORIZED,14,3-MUC: Optimiert,14
3121,MOTORIZED,14,3-MUC: Optimiert,14
3122,MOTORIZED,10,3-MUC: Optimiert,14
3123,MOTORIZED,9,3-MUC: Optimiert,14
3124,MOTORIZED,5,3-MUC: Optimiert,14
3125,MOTORIZED,6,3-MUC: Optimiert,14
3126,MOTORIZED,7,3-MUC: Optimiert,14
3127,MOTORIZED,12,3-MUC: Optimiert,14
3128,MOTORIZED,12,3-MUC: Optimiert,14
3129,MOTORIZED,7,3-MUC: Optimiert,14
3130,MOTORIZED,29,3-MUC: Optimiert,14
3131,MOTORIZED,26,3-MUC: Optimiert,14
3132,MOTORIZED,10,3-MUC: Optimiert,14
3133,MOTORIZED,18,3-MUC: Optimiert,14
3134,MOTORIZED,36,3-MUC: Optimiert,14
3135,MOTORIZED,30,3-MUC: Optimiert,14
3136,MOTORIZED,15,3-MUC: Optimiert,14
3137,MOTORIZED,23,3-MUC: Optimiert,14
3138,MOTORIZED,23,3-MUC: Optimiert,14
3202,CARGO_BIKE,13,3-MUC: Optimiert,14
3202,MOTORIZED,20,3-MUC: Optimiert,14
3203,CARGO_BIKE,6,3-MUC: Optimiert,14
3203,MOTORIZED,4,3-MUC: Optimiert,14
3204,CARGO_BIKE,9,3-MUC: Optimiert,14
3204,MOTORIZED,24,3-MUC: Optimiert,14
3205,CARGO_BIKE,9,3-MUC: Optimiert,14
3205,MOTORIZED,6,3-MUC: Optimiert,14
3206,CARGO_BIKE,9,3-MUC: Optimiert,14
3206,MOTORIZED,1,3-MUC: Optimiert,14
3207,CARGO_BIKE,5,3-MUC: Optimiert,14
3207,MOTORIZED,5,3-MUC: Optimiert,14
3208,CARGO_BIKE,9,3-MUC: Optimiert,14
3208,MOTORIZED,5,3-MUC: Optimiert,14
3209,CARGO_BIKE,6,3-MUC: Optimiert,14
3209,MOTORIZED,3,3-MUC: Optimiert,14
3210,CARGO_BIKE,12,3-MUC: Optimiert,14
3210,MOTORIZED,8,3-MUC: Optimiert,14
3211,CARGO_BIKE,12,3-MUC: Optimiert,14
3211,MOTORIZED,6,3-MUC: Optimiert,14
3212,CARGO_BIKE,7,3-MUC: Optimiert,14
3212,MOTORIZED,6,3-MUC: Optimiert,14
3213,CARGO_BIKE,4,3-MUC: Optimiert,14
3214,CARGO_BIKE,4,3-MUC: Optimiert,14
3214,MOTORIZED,3,3-MUC: Optimiert,14
3215,CARGO_BIKE,3,3-MUC: Optimiert,14
3216,CARGO_BIKE,10,3-MUC: Optimiert,14
3216,MOTORIZED,5,3-MUC: Optimiert,14
3217,CARGO_BIKE,13,3-MUC: Optimiert,14
3217,MOTORIZED,11,3-MUC: Optimiert,14
3218,MOTORIZED,1,3-MUC: Optimiert,14
3219,CARGO_BIKE,3,3-MUC: Optimiert,14
3219,MOTORIZED,5,3-MUC: Optimiert,14
3220,CARGO_BIKE,9,3-MUC: Optimiert,14
3220,MOTORIZED,5,3-MUC: Optimiert,14
3221,CARGO_BIKE,6,3-MUC: Optimiert,14
3221,MOTORIZED,4,3-MUC: Optimiert,14
3222,CARGO_BIKE,5,3-MUC: Optimiert,14
3222,MOTORIZED,3,3-MUC: Optimiert,14
3223,CARGO_BIKE,6,3-MUC: Optimiert,14
3223,MOTORIZED,4,3-MUC: Optimiert,14
3224,CARGO_BIKE,7,3-MUC: Optimiert,14
3224,MOTORIZED,3,3-MUC: Optimiert,14
3225,CARGO_BIKE,15,3-MUC: Optimiert,14
3225,MOTORIZED,11,3-MUC: Optimiert,14
3226,CARGO_BIKE,2,3-MUC: Optimiert,14
3227,CARGO_BIKE,18,3-MUC: Optimiert,14
3227,MOTORIZED,6,3-MUC: Optimiert,14
3228,CARGO_BIKE,10,3-MUC: Optimiert,14
3228,MOTORIZED,8,3-MUC: Optimiert,14
3229,CARGO_BIKE,7,3-MUC: Optimiert,14
3229,MOTORIZED,5,3-MUC: Optimiert,14
3230,CARGO_BIKE,4,3-MUC: Optimiert,14
3230,MOTORIZED,5,3-MUC: Optimiert,14
3231,CARGO_BIKE,4,3-MUC: Optimiert,14
3231,MOTORIZED,2,3-MUC: Optimiert,14
3232,CARGO_BIKE,3,3-MUC: Optimiert,14
3232,MOTORIZED,3,3-MUC: Optimiert,14
3233,CARGO_BIKE,3,3-MUC: Optimiert,14
3233,MOTORIZED,1,3-MUC: Optimiert,14
3234,CARGO_BIKE,1,3-MUC: Optimiert,14
3234,MOTORIZED,3,3-MUC: Optimiert,14
3235,CARGO_BIKE,5,3-MUC: Optimiert,14
3235,MOTORIZED,9,3-MUC: Optimiert,14
3236,CARGO_BIKE,4,3-MUC: Optimiert,14
3236,MOTORIZED,3,3-MUC: Optimiert,14
3237,CARGO_BIKE,4,3-MUC: Optimiert,14
3237,MOTORIZED,1,3-MUC: Optimiert,14
3238,CARGO_BIKE,7,3-MUC: Optimiert,14
3238,MOTORIZED,2,3-MUC: Optimiert,14
3239,CARGO_BIKE,7,3-MUC: Optimiert,14
3239,MOTORIZED,4,3-MUC: Optimiert,14
3240,CARGO_BIKE,8,3-MUC: Optimiert,14
3240,MOTORIZED,6,3-MUC: Optimiert,14
3241,CARGO_BIKE,5,3-MUC: Optimiert,14
3241,MOTORIZED,6,3-MUC: Optimiert,14
3242,CARGO_BIKE,7,3-MUC: Optimiert,14
3242,MOTORIZED,3,3-MUC: Optimiert,14
3243,CARGO_BIKE,5,3-MUC: Optimiert,14
3243,MOTORIZED,4,3-MUC: Optimiert,14
3244,CARGO_BIKE,10,3-MUC: Optimiert,14
3244,MOTORIZED,11,3-MUC: Optimiert,14
3245,CARGO_BIKE,4,3-MUC: Optimiert,14
3245,MOTORIZED,4,3-MUC: Optimiert,14
3247,CARGO_BIKE,9,3-MUC: Optimiert,14
3247,MOTORIZED,1,3-MUC: Optimiert,14
3248,CARGO_BIKE,4,3-MUC: Optimiert,14
3248,MOTORIZED,6,3-MUC: Optimiert,14
3249,CARGO_BIKE,14,3-MUC: Optimiert,14
3249,MOTORIZED,12,3-MUC: Optimiert,14
3250,CARGO_BIKE,9,3-MUC: Optimiert,14
3251,CARGO_BIKE,5,3-MUC: Optimiert,14
3251,MOTORIZED,6,3-MUC: Optimiert,14
3252,CARGO_BIKE,7,3-MUC: Optimiert,14
3252,MOTORIZED,4,3-MUC: Optimiert,14
3253,CARGO_BIKE,9,3-MUC: Optimiert,14
3253,MOTORIZED,3,3-MUC: Optimiert,14
3254,CARGO_BIKE,5,3-MUC: Optimiert,14
3254,MOTORIZED,6,3-MUC: Optimiert,14
3255,CARGO_BIKE,8,3-MUC: Optimiert,14
3255,MOTORIZED,7,3-MUC: Optimiert,14
3256,CARGO_BIKE,14,3-MUC: Optimiert,14
3256,MOTORIZED,4,3-MUC: Optimiert,14
3257,CARGO_BIKE,10,3-MUC: Optimiert,14
3257,MOTORIZED,2,3-MUC: Optimiert,14
3258,CARGO_BIKE,10,3-MUC: Optimiert,14
3258,MOTORIZED,11,3-MUC: Optimiert,14
3259,CARGO_BIKE,4,3-MUC: Optimiert,14
3259,MOTORIZED,1,3-MUC: Optimiert,14
3260,CARGO_BIKE,13,3-MUC: Optimiert,14
3260,MOTORIZED,4,3-MUC: Optimiert,14
3261,CARGO_BIKE,6,3-MUC: Optimiert,14
3261,MOTORIZED,2,3-MUC: Optimiert,14
3262,CARGO_BIKE,8,3-MUC: Optimiert,14
3262,MOTORIZED,5,3-MUC: Optimiert,14
3263,CARGO_BIKE,6,3-MUC: Optimiert,14
3263,MOTORIZED,3,3-MUC: Optimiert,14
3264,CARGO_BIKE,8,3-MUC: Optimiert,14
3264,MOTORIZED,2,3-MUC: Optimiert,14
3265,CARGO_BIKE,8,3-MUC: Optimiert,14
3265,MOTORIZED,2,3-MUC: Optimiert,14
3266,CARGO_BIKE,11,3-MUC: Optimiert,14
3266,MOTORIZED,6,3-MUC: Optimiert,14
3267,CARGO_BIKE,10,3-MUC: Optimiert,14
3267,MOTORIZED,3,3-MUC: Optimiert,14
3268,CARGO_BIKE,12,3-MUC: Optimiert,14
3268,MOTORIZED,1,3-MUC: Optimiert,14
3269,CARGO_BIKE,14,3-MUC: Optimiert,14
3269,MOTORIZED,6,3-MUC: Optimiert,14
3270,CARGO_BIKE,4,3-MUC: Optimiert,14
3270,MOTORIZED,9,3-MUC: Optimiert,14
3271,CARGO_BIKE,12,3-MUC: Optimiert,14
3271,MOTORIZED,3,3-MUC: Optimiert,14
3272,CARGO_BIKE,5,3-MUC: Optimiert,14
3272,MOTORIZED,7,3-MUC: Optimiert,14
3273,CARGO_BIKE,5,3-MUC: Optimiert,14
3273,MOTORIZED,8,3-MUC: Optimiert,14
3274,CARGO_BIKE,3,3-MUC: Optimiert,14
3274,MOTORIZED,1,3-MUC: Optimiert,14
3275,CARGO_BIKE,16,3-MUC: Optimiert,14
3275,MOTORIZED,24,3-MUC: Optimiert,14
3276,CARGO_BIKE,8,3-MUC: Optimiert,14
3276,MOTORIZED,10,3-MUC: Optimiert,14
3277,CARGO_BIKE,13,3-MUC: Optimiert,14
3277,MOTORIZED,6,3-MUC: Optimiert,14
3278,CARGO_BIKE,7,3-MUC: Optimiert,14
3278,MOTORIZED,7,3-MUC: Optimiert,14
3279,CARGO_BIKE,8,3-MUC: Optimiert,14
3279,MOTORIZED,1,3-MUC: Optimiert,14
3280,CARGO_BIKE,7,3-MUC: Optimiert,14
3280,MOTORIZED,3,3-MUC: Optimiert,14
3281,CARGO_BIKE,1,3-MUC: Optimiert,14
3281,MOTORIZED,3,3-MUC: Optimiert,14
3282,CARGO_BIKE,4,3-MUC: Optimiert,14
3282,MOTORIZED,4,3-MUC: Optimiert,14
3283,CARGO_BIKE,2,3-MUC: Optimiert,14
3283,MOTORIZED,4,3-MUC: Optimiert,14
3284,CARGO_BIKE,9,3-MUC: Optimiert,14
3284,MOTORIZED,5,3-MUC: Optimiert,14
3285,CARGO_BIKE,11,3-MUC: Optimiert,14
3285,MOTORIZED,9,3-MUC: Optimiert,14
3286,CARGO_BIKE,11,3-MUC: Optimiert,14
3286,MOTORIZED,5,3-MUC: Optimiert,14
3287,CARGO_BIKE,15,3-MUC: Optimiert,14
3287,MOTORIZED,11,3-MUC: Optimiert,14
3288,CARGO_BIKE,5,3-MUC: Optimiert,14
3288,MOTORIZED,1,3-MUC: Optimiert,14
3289,CARGO_BIKE,6,3-MUC: Optimiert,14
3289,MOTORIZED,6,3-MUC: Optimiert,14
3290,CARGO_BIKE,4,3-MUC: Optimiert,14
3290,MOTORIZED,5,3-MUC: Optimiert,14
3291,CARGO_BIKE,6,3-MUC: Optimiert,14
3291,MOTORIZED,6,3-MUC: Optimiert,14
3292,CARGO_BIKE,7,3-MUC: Optimiert,14
3292,MOTORIZED,7,3-MUC: Optimiert,14
3293,CARGO_BIKE,7,3-MUC: Optimiert,14
3293,MOTORIZED,9,3-MUC: Optimiert,14
3294,CARGO_BIKE,6,3-MUC: Optimiert,14
3294,MOTORIZED,2,3-MUC: Optimiert,14
3295,CARGO_BIKE,7,3-MUC: Optimiert,14
3295,MOTORIZED,8,3-MUC: Optimiert,14
3296,CARGO_BIKE,6,3-MUC: Optimiert,14
3296,MOTORIZED,8,3-MUC: Optimiert,14
3297,CARGO_BIKE,10,3-MUC: Optimiert,14
3297,MOTORIZED,6,3-MUC: Optimiert,14
3298,CARGO_BIKE,7,3-MUC: Optimiert,14
3298,MOTORIZED,3,3-MUC: Optimiert,14
3299,CARGO_BIKE,10,3-MUC: Optimiert,14
3299,MOTORIZED,3,3-MUC: Optimiert,14
3300,CARGO_BIKE,10,3-MUC: Optimiert,14
3300,MOTORIZED,13,3-MUC: Optimiert,14
3301,CARGO_BIKE,19,3-MUC: Optimiert,14
3301,MOTORIZED,11,3-MUC: Optimiert,14
3302,CARGO_BIKE,8,3-MUC: Optimiert,14
3302,MOTORIZED,8,3-MUC: Optimiert,14
3303,CARGO_BIKE,18,3-MUC: Optimiert,14
3303,MOTORIZED,15,3-MUC: Optimiert,14
3304,CARGO_BIKE,5,3-MUC: Optimiert,14
3304,MOTORIZED,5,3-MUC: Optimiert,14
3305,CARGO_BIKE,6,3-MUC: Optimiert,14
3305,MOTORIZED,2,3-MUC: Optimiert,14
3306,CARGO_BIKE,11,3-MUC: Optimiert,14
3306,MOTORIZED,6,3-MUC: Optimiert,14
3307,CARGO_BIKE,6,3-MUC: Optimiert,14
3307,MOTORIZED,9,3-MUC: Optimiert,14
3308,CARGO_BIKE,13,3-MUC: Optimiert,14
3308,MOTORIZED,10,3-MUC: Optimiert,14
3309,CARGO_BIKE,12,3-MUC: Optimiert,14
3309,MOTORIZED,7,3-MUC: Optimiert,14
3310,CARGO_BIKE,12,3-MUC: Optimiert,14
3310,MOTORIZED,11,3-MUC: Optimiert,14
3311,CARGO_BIKE,4,3-MUC: Optimiert,14
3311,MOTORIZED,2,3-MUC: Optimiert,14
3312,CARGO_BIKE,7,3-MUC: Optimiert,14
3312,MOTORIZED,2,3-MUC: Optimiert,14
3313,CARGO_BIKE,9,3-MUC: Optimiert,14
3313,MOTORIZED,6,3-MUC: Optimiert,14
3314,CARGO_BIKE,3,3-MUC: Optimiert,14
3314,MOTORIZED,2,3-MUC: Optimiert,14
3315,CARGO_BIKE,24,3-MUC: Optimiert,14
3315,MOTORIZED,22,3-MUC: Optimiert,14
3316,CARGO_BIKE,1,3-MUC: Optimiert,14
3316,MOTORIZED,5,3-MUC: Optimiert,14
3317,CARGO_BIKE,6,3-MUC: Optimiert,14
3317,MOTORIZED,8,3-MUC: Optimiert,14
3318,CARGO_BIKE,3,3-MUC: Optimiert,14
3318,MOTORIZED,5,3-MUC: Optimiert,14
3319,CARGO_BIKE,11,3-MUC: Optimiert,14
3319,MOTORIZED,11,3-MUC: Optimiert,14
3320,CARGO_BIKE,3,3-MUC: Optimiert,14
3320,MOTORIZED,4,3-MUC: Optimiert,14
3321,CARGO_BIKE,4,3-MUC: Optimiert,14
3321,MOTORIZED,4,3-MUC: Optimiert,14
3322,CARGO_BIKE,5,3-MUC: Optimiert,14
3322,MOTORIZED,4,3-MUC: Optimiert,14
3323,CARGO_BIKE,10,3-MUC: Optimiert,14
3323,MOTORIZED,10,3-MUC: Optimiert,14
3324,CARGO_BIKE,10,3-MUC: Optimiert,14
3324,MOTORIZED,3,3-MUC: Optimiert,14
3325,CARGO_BIKE,7,3-MUC: Optimiert,14
3325,MOTORIZED,4,3-MUC: Optimiert,14
3326,CARGO_BIKE,6,3-MUC: Optimiert,14
3326,MOTORIZED,8,3-MUC: Optimiert,14
3327,CARGO_BIKE,15,3-MUC: Optimiert,14
3327,MOTORIZED,4,3-MUC: Optimiert,14
3328,CARGO_BIKE,16,3-MUC: Optimiert,14
3328,MOTORIZED,6,3-MUC: Optimiert,14
3329,CARGO_BIKE,9,3-MUC: Optimiert,14
3329,MOTORIZED,8,3-MUC: Optimiert,14
3330,CARGO_BIKE,14,3-MUC: Optimiert,14
3330,MOTORIZED,5,3-MUC: Optimiert,14
3331,CARGO_BIKE,7,3-MUC: Optimiert,14
3331,MOTORIZED,3,3-MUC: Optimiert,14
3332,CARGO_BIKE,6,3-MUC: Optimiert,14
3332,MOTORIZED,5,3-MUC: Optimiert,14
3333,CARGO_BIKE,7,3-MUC: Optimiert,14
3333,MOTORIZED,6,3-MUC: Optimiert,14
3334,CARGO_BIKE,9,3-MUC: Optimiert,14
3334,MOTORIZED,5,3-MUC: Optimiert,14
3335,CARGO_BIKE,12,3-MUC: Optimiert,14
3335,MOTORIZED,17,3-MUC: Optimiert,14
3336,CARGO_BIKE,1,3-MUC: Optimiert,14
3336,MOTORIZED,6,3-MUC: Optimiert,14
3337,CARGO_BIKE,2,3-MUC: Optimiert,14
3337,MOTORIZED,1,3-MUC: Optimiert,14
3338,CARGO_BIKE,8,3-MUC: Optimiert,14
3338,MOTORIZED,4,3-MUC: Optimiert,14
3339,CARGO_BIKE,4,3-MUC: Optimiert,14
3339,MOTORIZED,7,3-MUC: Optimiert,14
3340,CARGO_BIKE,10,3-MUC: Optimiert,14
3340,MOTORIZED,3,3-MUC: Optimiert,14
3341,CARGO_BIKE,15,3-MUC: Optimiert,14
3341,MOTORIZED,8,3-MUC: Optimiert,14
3342,CARGO_BIKE,3,3-MUC: Optimiert,14
