micro_zone,distributionType,n,scenario,dc
1818,MOTORIZED,12,3-MUC: Optimiert,14
1819,MOTORIZED,75,3-MUC: Optimiert,14
1820,MOTORIZED,48,3-MUC: Optimiert,14
1821,MOTORIZED,34,3-MUC: Optimiert,14
1822,MOTORIZED,45,3-MUC: Optimiert,14
1823,MOTORIZED,52,3-MUC: Optimiert,14
1824,MOTORIZED,13,3-MUC: Optimiert,14
1825,MOTORIZED,3,3-MUC: Optimiert,14
1826,MOTORIZED,55,3-MUC: Optimiert,14
1827,MOTORIZED,34,3-MUC: Optimiert,14
1828,MOTORIZED,18,3-MUC: Optimiert,14
1829,MOTORIZED,37,3-MUC: Optimiert,14
1830,MOTORIZED,8,3-MUC: Optimiert,14
1831,MOTORIZED,27,3-MUC: Optimiert,14
1832,MOTORIZED,41,3-MUC: Optimiert,14
1833,MOTORIZED,36,3-MUC: Optimiert,14
1834,MOTORIZED,49,3-MUC: Optimiert,14
1835,MOTORIZED,30,3-MUC: Optimiert,14
1836,MOTORIZED,1,3-MUC: Optimiert,14
1837,MOTORIZED,8,3-MUC: Optimiert,14
1838,MOTORIZED,19,3-MUC: Optimiert,14
1839,MOTORIZED,3,3-MUC: Optimiert,14
1840,MOTORIZED,12,3-MUC: Optimiert,14
1841,MOTORIZED,2,3-MUC: Optimiert,14
1842,MOTORIZED,9,3-MUC: Optimiert,14
1843,MOTORIZED,35,3-MUC: Optimiert,14
1844,MOTORIZED,36,3-MUC: Optimiert,14
1845,MOTORIZED,40,3-MUC: Optimiert,14
1846,MOTORIZED,10,3-MUC: Optimiert,14
1847,MOTORIZED,19,3-MUC: Optimiert,14
1848,MOTORIZED,8,3-MUC: Optimiert,14
1849,MOTORIZED,9,3-MUC: Optimiert,14
1850,MOTORIZED,53,3-MUC: Optimiert,14
1851,MOTORIZED,45,3-MUC: Optimiert,14
1852,MOTORIZED,11,3-MUC: Optimiert,14
1853,MOTORIZED,20,3-MUC: Optimiert,14
1854,MOTORIZED,4,3-MUC: Optimiert,14
1855,MOTORIZED,10,3-MUC: Optimiert,14
1856,MOTORIZED,24,3-MUC: Optimiert,14
1857,MOTORIZED,14,3-MUC: Optimiert,14
1858,MOTORIZED,10,3-MUC: Optimiert,14
1859,MOTORIZED,14,3-MUC: Optimiert,14
1860,MOTORIZED,46,3-MUC: Optimiert,14
1861,MOTORIZED,67,3-MUC: Optimiert,14
1862,MOTORIZED,25,3-MUC: Optimiert,14
1863,MOTORIZED,61,3-MUC: Optimiert,14
1864,MOTORIZED,11,3-MUC: Optimiert,14
1865,MOTORIZED,14,3-MUC: Optimiert,14
1866,MOTORIZED,13,3-MUC: Optimiert,14
1867,MOTORIZED,9,3-MUC: Optimiert,14
1868,MOTORIZED,11,3-MUC: Optimiert,14
1869,MOTORIZED,14,3-MUC: Optimiert,14
1870,MOTORIZED,14,3-MUC: Optimiert,14
1871,MOTORIZED,12,3-MUC: Optimiert,14
1872,MOTORIZED,9,3-MUC: Optimiert,14
1873,MOTORIZED,4,3-MUC: Optimiert,14
1874,MOTORIZED,7,3-MUC: Optimiert,14
1875,MOTORIZED,11,3-MUC: Optimiert,14
1876,MOTORIZED,18,3-MUC: Optimiert,14
1877,MOTORIZED,10,3-MUC: Optimiert,14
1878,MOTORIZED,12,3-MUC: Optimiert,14
1879,MOTORIZED,6,3-MUC: Optimiert,14
1880,MOTORIZED,15,3-MUC: Optimiert,14
1881,MOTORIZED,1,3-MUC: Optimiert,14
1882,MOTORIZED,10,3-MUC: Optimiert,14
1883,MOTORIZED,17,3-MUC: Optimiert,14
1884,MOTORIZED,63,3-MUC: Optimiert,14
1885,MOTORIZED,34,3-MUC: Optimiert,14
1886,MOTORIZED,35,3-MUC: Optimiert,14
1887,MOTORIZED,30,3-MUC: Optimiert,14
1888,MOTORIZED,7,3-MUC: Optimiert,14
1889,MOTORIZED,27,3-MUC: Optimiert,14
1890,MOTORIZED,42,3-MUC: Optimiert,14
1891,MOTORIZED,27,3-MUC: Optimiert,14
1892,MOTORIZED,11,3-MUC: Optimiert,14
1893,MOTORIZED,36,3-MUC: Optimiert,14
1894,MOTORIZED,19,3-MUC: Optimiert,14
1895,MOTORIZED,49,3-MUC: Optimiert,14
1896,MOTORIZED,17,3-MUC: Optimiert,14
1897,MOTORIZED,27,3-MUC: Optimiert,14
1898,MOTORIZED,29,3-MUC: Optimiert,14
1899,MOTORIZED,40,3-MUC: Optimiert,14
1900,MOTORIZED,26,3-MUC: Optimiert,14
1901,MOTORIZED,21,3-MUC: Optimiert,14
1902,MOTORIZED,21,3-MUC: Optimiert,14
1903,MOTORIZED,22,3-MUC: Optimiert,14
1904,MOTORIZED,34,3-MUC: Optimiert,14
1905,MOTORIZED,38,3-MUC: Optimiert,14
1906,MOTORIZED,43,3-MUC: Optimiert,14
1907,MOTORIZED,32,3-MUC: Optimiert,14
1908,MOTORIZED,37,3-MUC: Optimiert,14
1909,MOTORIZED,37,3-MUC: Optimiert,14
1910,MOTORIZED,31,3-MUC: Optimiert,14
1911,MOTORIZED,14,3-MUC: Optimiert,14
1912,MOTORIZED,40,3-MUC: Optimiert,14
1913,MOTORIZED,49,3-MUC: Optimiert,14
1914,MOTORIZED,7,3-MUC: Optimiert,14
1915,MOTORIZED,14,3-MUC: Optimiert,14
1916,MOTORIZED,5,3-MUC: Optimiert,14
1917,MOTORIZED,6,3-MUC: Optimiert,14
1918,MOTORIZED,2,3-MUC: Optimiert,14
1919,MOTORIZED,6,3-MUC: Optimiert,14
1920,MOTORIZED,3,3-MUC: Optimiert,14
1921,MOTORIZED,11,3-MUC: Optimiert,14
1922,MOTORIZED,111,3-MUC: Optimiert,14
1923,MOTORIZED,22,3-MUC: Optimiert,14
1924,MOTORIZED,26,3-MUC: Optimiert,14
1925,MOTORIZED,16,3-MUC: Optimiert,14
1926,MOTORIZED,24,3-MUC: Optimiert,14
1927,MOTORIZED,16,3-MUC: Optimiert,14
1928,MOTORIZED,52,3-MUC: Optimiert,14
1929,MOTORIZED,28,3-MUC: Optimiert,14
1930,MOTORIZED,26,3-MUC: Optimiert,14
1931,MOTORIZED,57,3-MUC: Optimiert,14
1932,MOTORIZED,41,3-MUC: Optimiert,14
1933,MOTORIZED,10,3-MUC: Optimiert,14
1934,MOTORIZED,22,3-MUC: Optimiert,14
1935,MOTORIZED,23,3-MUC: Optimiert,14
1936,MOTORIZED,9,3-MUC: Optimiert,14
1937,MOTORIZED,30,3-MUC: Optimiert,14
1938,MOTORIZED,5,3-MUC: Optimiert,14
1939,MOTORIZED,28,3-MUC: Optimiert,14
1940,MOTORIZED,1,3-MUC: Optimiert,14
1941,MOTORIZED,7,3-MUC: Optimiert,14
1942,MOTORIZED,7,3-MUC: Optimiert,14
1943,MOTORIZED,4,3-MUC: Optimiert,14
1944,MOTORIZED,7,3-MUC: Optimiert,14
1945,MOTORIZED,13,3-MUC: Optimiert,14
1946,MOTORIZED,22,3-MUC: Optimiert,14
1947,MOTORIZED,8,3-MUC: Optimiert,14
1948,MOTORIZED,5,3-MUC: Optimiert,14
1949,MOTORIZED,2,3-MUC: Optimiert,14
1952,MOTORIZED,12,3-MUC: Optimiert,14
1953,MOTORIZED,15,3-MUC: Optimiert,14
1955,MOTORIZED,22,3-MUC: Optimiert,14
1956,MOTORIZED,63,3-MUC: Optimiert,14
1974,MOTORIZED,64,3-MUC: Optimiert,14
1975,MOTORIZED,7,3-MUC: Optimiert,14
1976,MOTORIZED,6,3-MUC: Optimiert,14
1977,MOTORIZED,29,3-MUC: Optimiert,14
1978,MOTORIZED,8,3-MUC: Optimiert,14
1987,MOTORIZED,36,3-MUC: Optimiert,14
1988,MOTORIZED,66,3-MUC: Optimiert,14
2601,MOTORIZED,27,3-MUC: Optimiert,14
2602,MOTORIZED,32,3-MUC: Optimiert,14
2603,MOTORIZED,35,3-MUC: Optimiert,14
2604,MOTORIZED,37,3-MUC: Optimiert,14
2605,MOTORIZED,5,3-MUC: Optimiert,14
2606,MOTORIZED,13,3-MUC: Optimiert,14
2607,MOTORIZED,22,3-MUC: Optimiert,14
2608,MOTORIZED,22,3-MUC: Optimiert,14
2609,MOTORIZED,28,3-MUC: Optimiert,14
2610,MOTORIZED,72,3-MUC: Optimiert,14
2611,MOTORIZED,65,3-MUC: Optimiert,14
2612,MOTORIZED,22,3-MUC: Optimiert,14
2613,MOTORIZED,3,3-MUC: Optimiert,14
2614,MOTORIZED,19,3-MUC: Optimiert,14
2615,MOTORIZED,8,3-MUC: Optimiert,14
2616,MOTORIZED,38,3-MUC: Optimiert,14
2617,MOTORIZED,23,3-MUC: Optimiert,14
2618,MOTORIZED,20,3-MUC: Optimiert,14
2619,MOTORIZED,9,3-MUC: Optimiert,14
2620,MOTORIZED,17,3-MUC: Optimiert,14
2622,MOTORIZED,15,3-MUC: Optimiert,14
2623,MOTORIZED,14,3-MUC: Optimiert,14
2624,MOTORIZED,8,3-MUC: Optimiert,14
2625,MOTORIZED,13,3-MUC: Optimiert,14
2626,MOTORIZED,16,3-MUC: Optimiert,14
2627,MOTORIZED,15,3-MUC: Optimiert,14
2628,MOTORIZED,17,3-MUC: Optimiert,14
2629,MOTORIZED,3,3-MUC: Optimiert,14
2630,MOTORIZED,11,3-MUC: Optimiert,14
2631,MOTORIZED,39,3-MUC: Optimiert,14
2632,MOTORIZED,22,3-MUC: Optimiert,14
2633,MOTORIZED,5,3-MUC: Optimiert,14
2634,MOTORIZED,25,3-MUC: Optimiert,14
2635,MOTORIZED,8,3-MUC: Optimiert,14
2636,MOTORIZED,15,3-MUC: Optimiert,14
2637,MOTORIZED,4,3-MUC: Optimiert,14
2638,MOTORIZED,29,3-MUC: Optimiert,14
2639,MOTORIZED,19,3-MUC: Optimiert,14
2640,MOTORIZED,19,3-MUC: Optimiert,14
2641,MOTORIZED,31,3-MUC: Optimiert,14
2642,MOTORIZED,43,3-MUC: Optimiert,14
2668,MOTORIZED,22,3-MUC: Optimiert,14
2669,MOTORIZED,20,3-MUC: Optimiert,14
2670,MOTORIZED,19,3-MUC: Optimiert,14
2671,MOTORIZED,9,3-MUC: Optimiert,14
2672,MOTORIZED,24,3-MUC: Optimiert,14
2673,MOTORIZED,11,3-MUC: Optimiert,14
2674,MOTORIZED,123,3-MUC: Optimiert,14
2675,MOTORIZED,13,3-MUC: Optimiert,14
2676,MOTORIZED,19,3-MUC: Optimiert,14
2677,MOTORIZED,99,3-MUC: Optimiert,14
2678,MOTORIZED,28,3-MUC: Optimiert,14
2679,MOTORIZED,12,3-MUC: Optimiert,14
2681,MOTORIZED,9,3-MUC: Optimiert,14
2693,MOTORIZED,37,3-MUC: Optimiert,14
2694,MOTORIZED,11,3-MUC: Optimiert,14
2696,MOTORIZED,13,3-MUC: Optimiert,14
2697,MOTORIZED,18,3-MUC: Optimiert,14
2698,MOTORIZED,14,3-MUC: Optimiert,14
2699,MOTORIZED,20,3-MUC: Optimiert,14
2700,MOTORIZED,15,3-MUC: Optimiert,14
2701,MOTORIZED,8,3-MUC: Optimiert,14
2702,MOTORIZED,16,3-MUC: Optimiert,14
2703,MOTORIZED,13,3-MUC: Optimiert,14
2704,MOTORIZED,13,3-MUC: Optimiert,14
2705,MOTORIZED,18,3-MUC: Optimiert,14
2706,MOTORIZED,5,3-MUC: Optimiert,14
2707,CARGO_BIKE,7,3-MUC: Optimiert,14
2707,MOTORIZED,5,3-MUC: Optimiert,14
2708,MOTORIZED,14,3-MUC: Optimiert,14
2709,CARGO_BIKE,6,3-MUC: Optimiert,14
2709,MOTORIZED,9,3-MUC: Optimiert,14
2710,CARGO_BIKE,1,3-MUC: Optimiert,14
2710,MOTORIZED,6,3-MUC: Optimiert,14
2711,CARGO_BIKE,3,3-MUC: Optimiert,14
2711,MOTORIZED,1,3-MUC: Optimiert,14
2712,CARGO_BIKE,1,3-MUC: Optimiert,14
2712,MOTORIZED,1,3-MUC: Optimiert,14
2713,CARGO_BIKE,3,3-MUC: Optimiert,14
2714,CARGO_BIKE,10,3-MUC: Optimiert,14
2714,MOTORIZED,5,3-MUC: Optimiert,14
2715,CARGO_BIKE,12,3-MUC: Optimiert,14
2715,MOTORIZED,1,3-MUC: Optimiert,14
2716,CARGO_BIKE,7,3-MUC: Optimiert,14
2716,MOTORIZED,5,3-MUC: Optimiert,14
2717,CARGO_BIKE,11,3-MUC: Optimiert,14
2717,MOTORIZED,6,3-MUC: Optimiert,14
2718,CARGO_BIKE,3,3-MUC: Optimiert,14
2718,MOTORIZED,3,3-MUC: Optimiert,14
2719,CARGO_BIKE,7,3-MUC: Optimiert,14
2719,MOTORIZED,6,3-MUC: Optimiert,14
2720,CARGO_BIKE,8,3-MUC: Optimiert,14
2720,MOTORIZED,9,3-MUC: Optimiert,14
2721,CARGO_BIKE,4,3-MUC: Optimiert,14
2721,MOTORIZED,2,3-MUC: Optimiert,14
2722,MOTORIZED,20,3-MUC: Optimiert,14
2723,MOTORIZED,15,3-MUC: Optimiert,14
2724,MOTORIZED,9,3-MUC: Optimiert,14
2725,MOTORIZED,7,3-MUC: Optimiert,14
2726,MOTORIZED,3,3-MUC: Optimiert,14
2727,MOTORIZED,10,3-MUC: Optimiert,14
2728,MOTORIZED,23,3-MUC: Optimiert,14
2729,MOTORIZED,2,3-MUC: Optimiert,14
2730,MOTORIZED,13,3-MUC: Optimiert,14
2731,MOTORIZED,4,3-MUC: Optimiert,14
2732,MOTORIZED,26,3-MUC: Optimiert,14
2733,MOTORIZED,6,3-MUC: Optimiert,14
2734,MOTORIZED,13,3-MUC: Optimiert,14
2735,MOTORIZED,7,3-MUC: Optimiert,14
2736,MOTORIZED,16,3-MUC: Optimiert,14
2737,MOTORIZED,16,3-MUC: Optimiert,14
2738,MOTORIZED,22,3-MUC: Optimiert,14
2739,MOTORIZED,36,3-MUC: Optimiert,14
2740,MOTORIZED,20,3-MUC: Optimiert,14
2741,CARGO_BIKE,10,3-MUC: Optimiert,14
2741,MOTORIZED,5,3-MUC: Optimiert,14
2742,CARGO_BIKE,6,3-MUC: Optimiert,14
2742,MOTORIZED,4,3-MUC: Optimiert,14
2743,CARGO_BIKE,6,3-MUC: Optimiert,14
2743,MOTORIZED,4,3-MUC: Optimiert,14
2744,CARGO_BIKE,6,3-MUC: Optimiert,14
2744,MOTORIZED,6,3-MUC: Optimiert,14
2745,CARGO_BIKE,16,3-MUC: Optimiert,14
2745,MOTORIZED,9,3-MUC: Optimiert,14
2746,CARGO_BIKE,9,3-MUC: Optimiert,14
2746,MOTORIZED,6,3-MUC: Optimiert,14
2747,CARGO_BIKE,17,3-MUC: Optimiert,14
2747,MOTORIZED,11,3-MUC: Optimiert,14
2748,CARGO_BIKE,15,3-MUC: Optimiert,14
2748,MOTORIZED,10,3-MUC: Optimiert,14
2749,CARGO_BIKE,2,3-MUC: Optimiert,14
2749,MOTORIZED,9,3-MUC: Optimiert,14
2750,CARGO_BIKE,21,3-MUC: Optimiert,14
2750,MOTORIZED,34,3-MUC: Optimiert,14
2751,CARGO_BIKE,15,3-MUC: Optimiert,14
2751,MOTORIZED,17,3-MUC: Optimiert,14
2752,CARGO_BIKE,26,3-MUC: Optimiert,14
2752,MOTORIZED,8,3-MUC: Optimiert,14
2753,CARGO_BIKE,7,3-MUC: Optimiert,14
2753,MOTORIZED,10,3-MUC: Optimiert,14
2754,CARGO_BIKE,10,3-MUC: Optimiert,14
2755,CARGO_BIKE,9,3-MUC: Optimiert,14
2755,MOTORIZED,2,3-MUC: Optimiert,14
2756,CARGO_BIKE,14,3-MUC: Optimiert,14
2756,MOTORIZED,13,3-MUC: Optimiert,14
2757,CARGO_BIKE,20,3-MUC: Optimiert,14
2757,MOTORIZED,23,3-MUC: Optimiert,14
2758,CARGO_BIKE,8,3-MUC: Optimiert,14
2758,MOTORIZED,5,3-MUC: Optimiert,14
2759,CARGO_BIKE,15,3-MUC: Optimiert,14
2759,MOTORIZED,12,3-MUC: Optimiert,14
2760,CARGO_BIKE,4,3-MUC: Optimiert,14
2760,MOTORIZED,5,3-MUC: Optimiert,14
2761,CARGO_BIKE,6,3-MUC: Optimiert,14
2761,MOTORIZED,11,3-MUC: Optimiert,14
2762,CARGO_BIKE,9,3-MUC: Optimiert,14
2762,MOTORIZED,4,3-MUC: Optimiert,14
2763,CARGO_BIKE,4,3-MUC: Optimiert,14
2763,MOTORIZED,4,3-MUC: Optimiert,14
2765,CARGO_BIKE,10,3-MUC: Optimiert,14
2765,MOTORIZED,6,3-MUC: Optimiert,14
2766,CARGO_BIKE,20,3-MUC: Optimiert,14
2766,MOTORIZED,26,3-MUC: Optimiert,14
2768,CARGO_BIKE,4,3-MUC: Optimiert,14
2768,MOTORIZED,4,3-MUC: Optimiert,14
2769,CARGO_BIKE,21,3-MUC: Optimiert,14
2769,MOTORIZED,5,3-MUC: Optimiert,14
2770,CARGO_BIKE,12,3-MUC: Optimiert,14
2770,MOTORIZED,14,3-MUC: Optimiert,14
2771,CARGO_BIKE,11,3-MUC: Optimiert,14
2771,MOTORIZED,5,3-MUC: Optimiert,14
2772,CARGO_BIKE,2,3-MUC: Optimiert,14
2772,MOTORIZED,1,3-MUC: Optimiert,14
2773,CARGO_BIKE,5,3-MUC: Optimiert,14
2773,MOTORIZED,4,3-MUC: Optimiert,14
2774,CARGO_BIKE,12,3-MUC: Optimiert,14
2774,MOTORIZED,6,3-MUC: Optimiert,14
2775,CARGO_BIKE,5,3-MUC: Optimiert,14
2775,MOTORIZED,3,3-MUC: Optimiert,14
2776,CARGO_BIKE,8,3-MUC: Optimiert,14
2776,MOTORIZED,7,3-MUC: Optimiert,14
2777,CARGO_BIKE,12,3-MUC: Optimiert,14
2777,MOTORIZED,12,3-MUC: Optimiert,14
2778,CARGO_BIKE,18,3-MUC: Optimiert,14
2778,MOTORIZED,27,3-MUC: Optimiert,14
2779,CARGO_BIKE,5,3-MUC: Optimiert,14
2779,MOTORIZED,8,3-MUC: Optimiert,14
2780,CARGO_BIKE,7,3-MUC: Optimiert,14
2780,MOTORIZED,7,3-MUC: Optimiert,14
2781,CARGO_BIKE,8,3-MUC: Optimiert,14
2781,MOTORIZED,6,3-MUC: Optimiert,14
2782,CARGO_BIKE,3,3-MUC: Optimiert,14
2782,MOTORIZED,6,3-MUC: Optimiert,14
2783,CARGO_BIKE,11,3-MUC: Optimiert,14
2783,MOTORIZED,6,3-MUC: Optimiert,14
2784,CARGO_BIKE,4,3-MUC: Optimiert,14
2784,MOTORIZED,3,3-MUC: Optimiert,14
2785,CARGO_BIKE,7,3-MUC: Optimiert,14
2785,MOTORIZED,8,3-MUC: Optimiert,14
2786,CARGO_BIKE,6,3-MUC: Optimiert,14
2786,MOTORIZED,3,3-MUC: Optimiert,14
2787,CARGO_BIKE,4,3-MUC: Optimiert,14
2787,MOTORIZED,4,3-MUC: Optimiert,14
2788,CARGO_BIKE,17,3-MUC: Optimiert,14
2788,MOTORIZED,5,3-MUC: Optimiert,14
2789,CARGO_BIKE,3,3-MUC: Optimiert,14
2790,CARGO_BIKE,6,3-MUC: Optimiert,14
2790,MOTORIZED,1,3-MUC: Optimiert,14
2791,CARGO_BIKE,5,3-MUC: Optimiert,14
2791,MOTORIZED,2,3-MUC: Optimiert,14
2792,CARGO_BIKE,1,3-MUC: Optimiert,14
2793,CARGO_BIKE,6,3-MUC: Optimiert,14
2793,MOTORIZED,1,3-MUC: Optimiert,14
2794,CARGO_BIKE,10,3-MUC: Optimiert,14
2794,MOTORIZED,1,3-MUC: Optimiert,14
2795,CARGO_BIKE,8,3-MUC: Optimiert,14
2795,MOTORIZED,8,3-MUC: Optimiert,14
2796,CARGO_BIKE,5,3-MUC: Optimiert,14
2796,MOTORIZED,10,3-MUC: Optimiert,14
2797,CARGO_BIKE,8,3-MUC: Optimiert,14
2797,MOTORIZED,3,3-MUC: Optimiert,14
2798,CARGO_BIKE,7,3-MUC: Optimiert,14
2798,MOTORIZED,8,3-MUC: Optimiert,14
2799,CARGO_BIKE,5,3-MUC: Optimiert,14
2799,MOTORIZED,4,3-MUC: Optimiert,14
2800,CARGO_BIKE,11,3-MUC: Optimiert,14
2800,MOTORIZED,8,3-MUC: Optimiert,14
2801,CARGO_BIKE,14,3-MUC: Optimiert,14
2801,MOTORIZED,7,3-MUC: Optimiert,14
2802,CARGO_BIKE,9,3-MUC: Optimiert,14
2802,MOTORIZED,10,3-MUC: Optimiert,14
2803,CARGO_BIKE,4,3-MUC: Optimiert,14
2803,MOTORIZED,1,3-MUC: Optimiert,14
2804,CARGO_BIKE,4,3-MUC: Optimiert,14
2804,MOTORIZED,2,3-MUC: Optimiert,14
2805,CARGO_BIKE,10,3-MUC: Optimiert,14
2805,MOTORIZED,10,3-MUC: Optimiert,14
2806,CARGO_BIKE,7,3-MUC: Optimiert,14
2806,MOTORIZED,1,3-MUC: Optimiert,14
2807,CARGO_BIKE,10,3-MUC: Optimiert,14
2807,MOTORIZED,3,3-MUC: Optimiert,14
2808,CARGO_BIKE,6,3-MUC: Optimiert,14
2808,MOTORIZED,4,3-MUC: Optimiert,14
2809,CARGO_BIKE,3,3-MUC: Optimiert,14
2809,MOTORIZED,3,3-MUC: Optimiert,14
2810,CARGO_BIKE,20,3-MUC: Optimiert,14
2810,MOTORIZED,18,3-MUC: Optimiert,14
2811,CARGO_BIKE,5,3-MUC: Optimiert,14
2811,MOTORIZED,4,3-MUC: Optimiert,14
2812,CARGO_BIKE,1,3-MUC: Optimiert,14
2813,CARGO_BIKE,5,3-MUC: Optimiert,14
2813,MOTORIZED,6,3-MUC: Optimiert,14
2814,CARGO_BIKE,5,3-MUC: Optimiert,14
2814,MOTORIZED,2,3-MUC: Optimiert,14
2815,MOTORIZED,18,3-MUC: Optimiert,14
2816,MOTORIZED,29,3-MUC: Optimiert,14
2817,MOTORIZED,21,3-MUC: Optimiert,14
2818,MOTORIZED,8,3-MUC: Optimiert,14
2819,MOTORIZED,35,3-MUC: Optimiert,14
2820,MOTORIZED,29,3-MUC: Optimiert,14
2821,MOTORIZED,25,3-MUC: Optimiert,14
2822,MOTORIZED,18,3-MUC: Optimiert,14
2824,MOTORIZED,12,3-MUC: Optimiert,14
2825,MOTORIZED,35,3-MUC: Optimiert,14
2826,MOTORIZED,20,3-MUC: Optimiert,14
2827,MOTORIZED,13,3-MUC: Optimiert,14
2829,CARGO_BIKE,18,3-MUC: Optimiert,14
2829,MOTORIZED,12,3-MUC: Optimiert,14
2830,CARGO_BIKE,28,3-MUC: Optimiert,14
2830,MOTORIZED,19,3-MUC: Optimiert,14
2831,CARGO_BIKE,10,3-MUC: Optimiert,14
2831,MOTORIZED,6,3-MUC: Optimiert,14
2832,CARGO_BIKE,7,3-MUC: Optimiert,14
2832,MOTORIZED,1,3-MUC: Optimiert,14
2833,CARGO_BIKE,14,3-MUC: Optimiert,14
2833,MOTORIZED,24,3-MUC: Optimiert,14
2834,CARGO_BIKE,8,3-MUC: Optimiert,14
2834,MOTORIZED,10,3-MUC: Optimiert,14
2835,CARGO_BIKE,8,3-MUC: Optimiert,14
2835,MOTORIZED,3,3-MUC: Optimiert,14
2836,CARGO_BIKE,14,3-MUC: Optimiert,14
2836,MOTORIZED,10,3-MUC: Optimiert,14
2837,MOTORIZED,8,3-MUC: Optimiert,14
2838,MOTORIZED,11,3-MUC: Optimiert,14
2839,MOTORIZED,14,3-MUC: Optimiert,14
2840,MOTORIZED,11,3-MUC: Optimiert,14
2841,MOTORIZED,11,3-MUC: Optimiert,14
2842,MOTORIZED,14,3-MUC: Optimiert,14
2843,MOTORIZED,19,3-MUC: Optimiert,14
2844,MOTORIZED,15,3-MUC: Optimiert,14
2845,MOTORIZED,36,3-MUC: Optimiert,14
2846,MOTORIZED,5,3-MUC: Optimiert,14
2847,MOTORIZED,10,3-MUC: Optimiert,14
2848,MOTORIZED,12,3-MUC: Optimiert,14
2849,MOTORIZED,13,3-MUC: Optimiert,14
2850,MOTORIZED,14,3-MUC: Optimiert,14
2851,MOTORIZED,31,3-MUC: Optimiert,14
2852,MOTORIZED,12,3-MUC: Optimiert,14
2853,MOTORIZED,11,3-MUC: Optimiert,14
2854,MOTORIZED,20,3-MUC: Optimiert,14
2855,MOTORIZED,11,3-MUC: Optimiert,14
2856,MOTORIZED,22,3-MUC: Optimiert,14
2857,MOTORIZED,10,3-MUC: Optimiert,14
2858,MOTORIZED,5,3-MUC: Optimiert,14
2859,MOTORIZED,10,3-MUC: Optimiert,14
2860,MOTORIZED,6,3-MUC: Optimiert,14
2861,CARGO_BIKE,11,3-MUC: Optimiert,14
2861,MOTORIZED,7,3-MUC: Optimiert,14
2862,CARGO_BIKE,7,3-MUC: Optimiert,14
2862,MOTORIZED,7,3-MUC: Optimiert,14
2863,CARGO_BIKE,11,3-MUC: Optimiert,14
2863,MOTORIZED,8,3-MUC: Optimiert,14
2864,CARGO_BIKE,15,3-MUC: Optimiert,14
2864,MOTORIZED,10,3-MUC: Optimiert,14
2865,CARGO_BIKE,10,3-MUC: Optimiert,14
2865,MOTORIZED,13,3-MUC: Optimiert,14
2866,CARGO_BIKE,6,3-MUC: Optimiert,14
2866,MOTORIZED,4,3-MUC: Optimiert,14
2867,CARGO_BIKE,24,3-MUC: Optimiert,14
2867,MOTORIZED,14,3-MUC: Optimiert,14
2868,CARGO_BIKE,4,3-MUC: Optimiert,14
2868,MOTORIZED,8,3-MUC: Optimiert,14
2869,MOTORIZED,3,3-MUC: Optimiert,14
2870,CARGO_BIKE,4,3-MUC: Optimiert,14
2870,MOTORIZED,1,3-MUC: Optimiert,14
2871,CARGO_BIKE,8,3-MUC: Optimiert,14
2871,MOTORIZED,7,3-MUC: Optimiert,14
2872,MOTORIZED,17,3-MUC: Optimiert,14
2873,MOTORIZED,16,3-MUC: Optimiert,14
2874,MOTORIZED,23,3-MUC: Optimiert,14
2875,MOTORIZED,9,3-MUC: Optimiert,14
2876,MOTORIZED,12,3-MUC: Optimiert,14
2877,MOTORIZED,11,3-MUC: Optimiert,14
2878,MOTORIZED,9,3-MUC: Optimiert,14
2879,MOTORIZED,7,3-MUC: Optimiert,14
2880,MOTORIZED,20,3-MUC: Optimiert,14
2881,MOTORIZED,9,3-MUC: Optimiert,14
2882,MOTORIZED,17,3-MUC: Optimiert,14
2883,MOTORIZED,5,3-MUC: Optimiert,14
2884,MOTORIZED,7,3-MUC: Optimiert,14
2885,MOTORIZED,19,3-MUC: Optimiert,14
2886,CARGO_BIKE,10,3-MUC: Optimiert,14
2886,MOTORIZED,5,3-MUC: Optimiert,14
2887,CARGO_BIKE,5,3-MUC: Optimiert,14
2887,MOTORIZED,5,3-MUC: Optimiert,14
2888,CARGO_BIKE,2,3-MUC: Optimiert,14
2888,MOTORIZED,4,3-MUC: Optimiert,14
2889,CARGO_BIKE,2,3-MUC: Optimiert,14
2889,MOTORIZED,3,3-MUC: Optimiert,14
2890,CARGO_BIKE,10,3-MUC: Optimiert,14
2890,MOTORIZED,7,3-MUC: Optimiert,14
2891,CARGO_BIKE,12,3-MUC: Optimiert,14
2891,MOTORIZED,3,3-MUC: Optimiert,14
2892,CARGO_BIKE,18,3-MUC: Optimiert,14
2892,MOTORIZED,12,3-MUC: Optimiert,14
2893,CARGO_BIKE,27,3-MUC: Optimiert,14
2893,MOTORIZED,15,3-MUC: Optimiert,14
2894,CARGO_BIKE,11,3-MUC: Optimiert,14
2894,MOTORIZED,14,3-MUC: Optimiert,14
2895,CARGO_BIKE,3,3-MUC: Optimiert,14
2895,MOTORIZED,8,3-MUC: Optimiert,14
2896,CARGO_BIKE,7,3-MUC: Optimiert,14
2896,MOTORIZED,9,3-MUC: Optimiert,14
2897,MOTORIZED,20,3-MUC: Optimiert,14
2898,MOTORIZED,25,3-MUC: Optimiert,14
2899,MOTORIZED,10,3-MUC: Optimiert,14
