micro_zone,microDepotId,scenario,dc
4170,699,3-MUC: Optimiert,14
4171,672,3-MUC: Optimiert,14
4172,672,3-MUC: Optimiert,14
4173,669,3-MUC: Optimiert,14
4174,669,3-MUC: Optimiert,14
4175,672,3-MUC: Optimiert,14
4176,699,3-MUC: Optimiert,14
4177,669,3-MUC: Optimiert,14
4178,696,3-MUC: Optimiert,14
4179,597,3-MUC: Optimiert,14
4180,597,3-MUC: Optimiert,14
4182,597,3-MUC: Optimiert,14
4183,633,3-MUC: Optimiert,14
4184,633,3-MUC: Optimiert,14
4185,633,3-MUC: Optimiert,14
4186,633,3-MUC: Optimiert,14
4187,633,3-MUC: Optimiert,14
4188,633,3-MUC: Optimiert,14
4189,633,3-MUC: Optimiert,14
4191,594,3-MUC: Optimiert,14
4192,594,3-MUC: Optimiert,14
4193,630,3-MUC: Optimiert,14
4194,630,3-MUC: Optimiert,14
4195,630,3-MUC: Optimiert,14
4196,630,3-MUC: Optimiert,14
4197,633,3-MUC: Optimiert,14
4198,633,3-MUC: Optimiert,14
4199,633,3-MUC: Optimiert,14
4200,633,3-MUC: Optimiert,14
4201,669,3-MUC: Optimiert,14
4202,633,3-MUC: Optimiert,14
4203,669,3-MUC: Optimiert,14
4204,669,3-MUC: Optimiert,14
4205,696,3-MUC: Optimiert,14
4206,669,3-MUC: Optimiert,14
4207,669,3-MUC: Optimiert,14
4208,669,3-MUC: Optimiert,14
4209,669,3-MUC: Optimiert,14
4210,669,3-MUC: Optimiert,14
4211,696,3-MUC: Optimiert,14
4212,669,3-MUC: Optimiert,14
4213,696,3-MUC: Optimiert,14
4214,630,3-MUC: Optimiert,14
4215,630,3-MUC: Optimiert,14
4216,630,3-MUC: Optimiert,14
4217,630,3-MUC: Optimiert,14
4218,666,3-MUC: Optimiert,14
4219,630,3-MUC: Optimiert,14
4220,663,3-MUC: Optimiert,14
4221,666,3-MUC: Optimiert,14
4222,666,3-MUC: Optimiert,14
4223,666,3-MUC: Optimiert,14
4224,666,3-MUC: Optimiert,14
4225,666,3-MUC: Optimiert,14
4226,693,3-MUC: Optimiert,14
4227,666,3-MUC: Optimiert,14
4228,693,3-MUC: Optimiert,14
4229,666,3-MUC: Optimiert,14
4230,693,3-MUC: Optimiert,14
4231,702,3-MUC: Optimiert,14
4232,702,3-MUC: Optimiert,14
4233,699,3-MUC: Optimiert,14
4234,699,3-MUC: Optimiert,14
4235,720,3-MUC: Optimiert,14
4236,720,3-MUC: Optimiert,14
4237,717,3-MUC: Optimiert,14
4238,717,3-MUC: Optimiert,14
4239,699,3-MUC: Optimiert,14
4240,699,3-MUC: Optimiert,14
4241,696,3-MUC: Optimiert,14
4242,696,3-MUC: Optimiert,14
4243,717,3-MUC: Optimiert,14
4244,717,3-MUC: Optimiert,14
4245,714,3-MUC: Optimiert,14
4246,714,3-MUC: Optimiert,14
4247,720,3-MUC: Optimiert,14
4249,732,3-MUC: Optimiert,14
4250,732,3-MUC: Optimiert,14
4251,732,3-MUC: Optimiert,14
4254,732,3-MUC: Optimiert,14
4255,732,3-MUC: Optimiert,14
4256,732,3-MUC: Optimiert,14
4257,729,3-MUC: Optimiert,14
4258,741,3-MUC: Optimiert,14
4259,696,3-MUC: Optimiert,14
4260,714,3-MUC: Optimiert,14
4261,693,3-MUC: Optimiert,14
4263,729,3-MUC: Optimiert,14
4264,630,3-MUC: Optimiert,14
4267,630,3-MUC: Optimiert,14
4268,663,3-MUC: Optimiert,14
4269,690,3-MUC: Optimiert,14
4270,690,3-MUC: Optimiert,14
4283,690,3-MUC: Optimiert,14
4284,690,3-MUC: Optimiert,14
4285,690,3-MUC: Optimiert,14
4286,690,3-MUC: Optimiert,14
4287,690,3-MUC: Optimiert,14
4357,741,3-MUC: Optimiert,14
4375,741,3-MUC: Optimiert,14
1409,45,3-MUC: Optimiert,14
1412,24,3-MUC: Optimiert,14
1413,42,3-MUC: Optimiert,14
1415,60,3-MUC: Optimiert,14
1416,60,3-MUC: Optimiert,14
1417,60,3-MUC: Optimiert,14
1432,141,3-MUC: Optimiert,14
1433,141,3-MUC: Optimiert,14
1435,141,3-MUC: Optimiert,14
1437,141,3-MUC: Optimiert,14
1438,186,3-MUC: Optimiert,14
1440,189,3-MUC: Optimiert,14
1442,186,3-MUC: Optimiert,14
1443,234,3-MUC: Optimiert,14
1444,333,3-MUC: Optimiert,14
1445,333,3-MUC: Optimiert,14
1447,330,3-MUC: Optimiert,14
1448,282,3-MUC: Optimiert,14
1449,330,3-MUC: Optimiert,14
1450,81,3-MUC: Optimiert,14
1452,105,3-MUC: Optimiert,14
1453,105,3-MUC: Optimiert,14
1454,105,3-MUC: Optimiert,14
1455,78,3-MUC: Optimiert,14
1456,78,3-MUC: Optimiert,14
1457,78,3-MUC: Optimiert,14
1458,78,3-MUC: Optimiert,14
1459,102,3-MUC: Optimiert,14
1460,102,3-MUC: Optimiert,14
1461,102,3-MUC: Optimiert,14
1462,102,3-MUC: Optimiert,14
1463,138,3-MUC: Optimiert,14
1464,183,3-MUC: Optimiert,14
1465,135,3-MUC: Optimiert,14
1466,135,3-MUC: Optimiert,14
1467,135,3-MUC: Optimiert,14
1468,135,3-MUC: Optimiert,14
1469,180,3-MUC: Optimiert,14
1470,78,3-MUC: Optimiert,14
1471,78,3-MUC: Optimiert,14
1472,75,3-MUC: Optimiert,14
1473,75,3-MUC: Optimiert,14
1474,102,3-MUC: Optimiert,14
1475,102,3-MUC: Optimiert,14
1476,99,3-MUC: Optimiert,14
1477,99,3-MUC: Optimiert,14
1478,75,3-MUC: Optimiert,14
1479,99,3-MUC: Optimiert,14
1480,99,3-MUC: Optimiert,14
1481,96,3-MUC: Optimiert,14
1482,96,3-MUC: Optimiert,14
1483,135,3-MUC: Optimiert,14
1484,135,3-MUC: Optimiert,14
1485,132,3-MUC: Optimiert,14
1486,132,3-MUC: Optimiert,14
1487,135,3-MUC: Optimiert,14
1488,180,3-MUC: Optimiert,14
1489,132,3-MUC: Optimiert,14
1490,177,3-MUC: Optimiert,14
1491,132,3-MUC: Optimiert,14
1492,132,3-MUC: Optimiert,14
1493,129,3-MUC: Optimiert,14
1494,129,3-MUC: Optimiert,14
1495,132,3-MUC: Optimiert,14
1496,177,3-MUC: Optimiert,14
1497,129,3-MUC: Optimiert,14
1498,174,3-MUC: Optimiert,14
1499,183,3-MUC: Optimiert,14
1500,231,3-MUC: Optimiert,14
1501,180,3-MUC: Optimiert,14
1502,228,3-MUC: Optimiert,14
1503,279,3-MUC: Optimiert,14
1504,279,3-MUC: Optimiert,14
1505,279,3-MUC: Optimiert,14
1506,279,3-MUC: Optimiert,14
1507,327,3-MUC: Optimiert,14
1508,276,3-MUC: Optimiert,14
1509,324,3-MUC: Optimiert,14
1510,324,3-MUC: Optimiert,14
1511,324,3-MUC: Optimiert,14
1512,324,3-MUC: Optimiert,14
1513,180,3-MUC: Optimiert,14
1514,228,3-MUC: Optimiert,14
1515,177,3-MUC: Optimiert,14
1516,225,3-MUC: Optimiert,14
1517,228,3-MUC: Optimiert,14
1518,228,3-MUC: Optimiert,14
1519,225,3-MUC: Optimiert,14
1520,225,3-MUC: Optimiert,14
1521,177,3-MUC: Optimiert,14
1522,225,3-MUC: Optimiert,14
1523,174,3-MUC: Optimiert,14
1524,222,3-MUC: Optimiert,14
1525,225,3-MUC: Optimiert,14
1526,225,3-MUC: Optimiert,14
1527,222,3-MUC: Optimiert,14
1528,222,3-MUC: Optimiert,14
1529,276,3-MUC: Optimiert,14
1530,276,3-MUC: Optimiert,14
1531,273,3-MUC: Optimiert,14
1532,273,3-MUC: Optimiert,14
1533,324,3-MUC: Optimiert,14
1534,324,3-MUC: Optimiert,14
1535,273,3-MUC: Optimiert,14
1536,321,3-MUC: Optimiert,14
1537,273,3-MUC: Optimiert,14
1538,321,3-MUC: Optimiert,14
1539,321,3-MUC: Optimiert,14
1540,321,3-MUC: Optimiert,14
1541,321,3-MUC: Optimiert,14
1542,321,3-MUC: Optimiert,14
1543,273,3-MUC: Optimiert,14
1544,273,3-MUC: Optimiert,14
1545,273,3-MUC: Optimiert,14
1546,273,3-MUC: Optimiert,14
1547,273,3-MUC: Optimiert,14
1548,273,3-MUC: Optimiert,14
1549,273,3-MUC: Optimiert,14
1550,270,3-MUC: Optimiert,14
1551,270,3-MUC: Optimiert,14
1552,270,3-MUC: Optimiert,14
1553,273,3-MUC: Optimiert,14
1554,321,3-MUC: Optimiert,14
1555,273,3-MUC: Optimiert,14
1556,321,3-MUC: Optimiert,14
1557,321,3-MUC: Optimiert,14
1558,273,3-MUC: Optimiert,14
1559,321,3-MUC: Optimiert,14
1560,270,3-MUC: Optimiert,14
1561,318,3-MUC: Optimiert,14
1562,318,3-MUC: Optimiert,14
1734,426,3-MUC: Optimiert,14
1736,426,3-MUC: Optimiert,14
1737,426,3-MUC: Optimiert,14
1739,426,3-MUC: Optimiert,14
1740,426,3-MUC: Optimiert,14
1741,333,3-MUC: Optimiert,14
1742,381,3-MUC: Optimiert,14
1743,330,3-MUC: Optimiert,14
1744,378,3-MUC: Optimiert,14
1745,381,3-MUC: Optimiert,14
1746,426,3-MUC: Optimiert,14
1747,378,3-MUC: Optimiert,14
1748,423,3-MUC: Optimiert,14
1749,378,3-MUC: Optimiert,14
1750,378,3-MUC: Optimiert,14
1751,423,3-MUC: Optimiert,14
1752,378,3-MUC: Optimiert,14
1753,423,3-MUC: Optimiert,14
1754,426,3-MUC: Optimiert,14
1755,426,3-MUC: Optimiert,14
1756,426,3-MUC: Optimiert,14
1757,426,3-MUC: Optimiert,14
1758,426,3-MUC: Optimiert,14
1759,426,3-MUC: Optimiert,14
1760,426,3-MUC: Optimiert,14
1761,423,3-MUC: Optimiert,14
1762,423,3-MUC: Optimiert,14
1763,423,3-MUC: Optimiert,14
1764,471,3-MUC: Optimiert,14
1765,423,3-MUC: Optimiert,14
1766,423,3-MUC: Optimiert,14
1767,423,3-MUC: Optimiert,14
1768,423,3-MUC: Optimiert,14
1769,468,3-MUC: Optimiert,14
1770,468,3-MUC: Optimiert,14
1771,468,3-MUC: Optimiert,14
1772,468,3-MUC: Optimiert,14
1773,468,3-MUC: Optimiert,14
1774,468,3-MUC: Optimiert,14
1775,468,3-MUC: Optimiert,14
1776,468,3-MUC: Optimiert,14
1777,468,3-MUC: Optimiert,14
1778,468,3-MUC: Optimiert,14
1779,513,3-MUC: Optimiert,14
1780,513,3-MUC: Optimiert,14
1781,513,3-MUC: Optimiert,14
1782,513,3-MUC: Optimiert,14
1783,513,3-MUC: Optimiert,14
1784,513,3-MUC: Optimiert,14
1785,513,3-MUC: Optimiert,14
1786,552,3-MUC: Optimiert,14
1787,552,3-MUC: Optimiert,14
1788,591,3-MUC: Optimiert,14
1790,591,3-MUC: Optimiert,14
1791,591,3-MUC: Optimiert,14
1792,327,3-MUC: Optimiert,14
1793,375,3-MUC: Optimiert,14
1794,327,3-MUC: Optimiert,14
1795,327,3-MUC: Optimiert,14
1796,327,3-MUC: Optimiert,14
1797,327,3-MUC: Optimiert,14
1798,375,3-MUC: Optimiert,14
1799,375,3-MUC: Optimiert,14
1800,420,3-MUC: Optimiert,14
1801,375,3-MUC: Optimiert,14
1802,420,3-MUC: Optimiert,14
1803,324,3-MUC: Optimiert,14
1804,372,3-MUC: Optimiert,14
1805,324,3-MUC: Optimiert,14
1806,372,3-MUC: Optimiert,14
1807,372,3-MUC: Optimiert,14
1808,417,3-MUC: Optimiert,14
1809,372,3-MUC: Optimiert,14
1810,417,3-MUC: Optimiert,14
1811,420,3-MUC: Optimiert,14
1812,420,3-MUC: Optimiert,14
1813,420,3-MUC: Optimiert,14
1814,420,3-MUC: Optimiert,14
1815,465,3-MUC: Optimiert,14
1816,465,3-MUC: Optimiert,14
1817,465,3-MUC: Optimiert,14
1818,465,3-MUC: Optimiert,14
1819,417,3-MUC: Optimiert,14
1820,462,3-MUC: Optimiert,14
1821,462,3-MUC: Optimiert,14
1822,462,3-MUC: Optimiert,14
1823,462,3-MUC: Optimiert,14
1824,324,3-MUC: Optimiert,14
1825,372,3-MUC: Optimiert,14
1826,321,3-MUC: Optimiert,14
1827,369,3-MUC: Optimiert,14
1828,372,3-MUC: Optimiert,14
1829,417,3-MUC: Optimiert,14
1830,369,3-MUC: Optimiert,14
1831,414,3-MUC: Optimiert,14
1832,321,3-MUC: Optimiert,14
1833,369,3-MUC: Optimiert,14
1834,318,3-MUC: Optimiert,14
1835,366,3-MUC: Optimiert,14
1836,369,3-MUC: Optimiert,14
1837,369,3-MUC: Optimiert,14
1838,414,3-MUC: Optimiert,14
1839,369,3-MUC: Optimiert,14
1840,414,3-MUC: Optimiert,14
1841,366,3-MUC: Optimiert,14
1842,411,3-MUC: Optimiert,14
1843,417,3-MUC: Optimiert,14
1844,417,3-MUC: Optimiert,14
1845,414,3-MUC: Optimiert,14
1846,414,3-MUC: Optimiert,14
1847,414,3-MUC: Optimiert,14
1848,414,3-MUC: Optimiert,14
1849,414,3-MUC: Optimiert,14
1850,462,3-MUC: Optimiert,14
1851,462,3-MUC: Optimiert,14
1852,459,3-MUC: Optimiert,14
1853,459,3-MUC: Optimiert,14
1854,459,3-MUC: Optimiert,14
1855,459,3-MUC: Optimiert,14
1856,459,3-MUC: Optimiert,14
1857,459,3-MUC: Optimiert,14
1858,459,3-MUC: Optimiert,14
1859,459,3-MUC: Optimiert,14
1860,414,3-MUC: Optimiert,14
1861,414,3-MUC: Optimiert,14
1862,411,3-MUC: Optimiert,14
1863,411,3-MUC: Optimiert,14
1864,459,3-MUC: Optimiert,14
1865,459,3-MUC: Optimiert,14
1866,459,3-MUC: Optimiert,14
1867,459,3-MUC: Optimiert,14
1868,459,3-MUC: Optimiert,14
1869,459,3-MUC: Optimiert,14
1870,459,3-MUC: Optimiert,14
1871,459,3-MUC: Optimiert,14
1872,459,3-MUC: Optimiert,14
1873,459,3-MUC: Optimiert,14
1874,456,3-MUC: Optimiert,14
1875,456,3-MUC: Optimiert,14
1876,459,3-MUC: Optimiert,14
1877,459,3-MUC: Optimiert,14
1878,456,3-MUC: Optimiert,14
1879,456,3-MUC: Optimiert,14
1880,510,3-MUC: Optimiert,14
1881,510,3-MUC: Optimiert,14
1882,510,3-MUC: Optimiert,14
1883,510,3-MUC: Optimiert,14
1884,510,3-MUC: Optimiert,14
1885,552,3-MUC: Optimiert,14
1886,510,3-MUC: Optimiert,14
1887,552,3-MUC: Optimiert,14
1888,507,3-MUC: Optimiert,14
1889,507,3-MUC: Optimiert,14
1890,507,3-MUC: Optimiert,14
1891,507,3-MUC: Optimiert,14
1892,507,3-MUC: Optimiert,14
1893,549,3-MUC: Optimiert,14
1894,507,3-MUC: Optimiert,14
1895,549,3-MUC: Optimiert,14
1896,552,3-MUC: Optimiert,14
1897,591,3-MUC: Optimiert,14
1898,552,3-MUC: Optimiert,14
1899,591,3-MUC: Optimiert,14
1900,591,3-MUC: Optimiert,14
1901,591,3-MUC: Optimiert,14
1902,591,3-MUC: Optimiert,14
1903,591,3-MUC: Optimiert,14
1904,549,3-MUC: Optimiert,14
1905,588,3-MUC: Optimiert,14
1906,549,3-MUC: Optimiert,14
1907,588,3-MUC: Optimiert,14
1908,588,3-MUC: Optimiert,14
1909,588,3-MUC: Optimiert,14
1910,588,3-MUC: Optimiert,14
1911,588,3-MUC: Optimiert,14
1912,507,3-MUC: Optimiert,14
1913,507,3-MUC: Optimiert,14
1914,459,3-MUC: Optimiert,14
1915,504,3-MUC: Optimiert,14
1916,459,3-MUC: Optimiert,14
1917,504,3-MUC: Optimiert,14
1918,504,3-MUC: Optimiert,14
1919,504,3-MUC: Optimiert,14
1920,504,3-MUC: Optimiert,14
1921,504,3-MUC: Optimiert,14
1922,546,3-MUC: Optimiert,14
1923,504,3-MUC: Optimiert,14
1924,504,3-MUC: Optimiert,14
1925,501,3-MUC: Optimiert,14
1926,501,3-MUC: Optimiert,14
1927,504,3-MUC: Optimiert,14
1928,546,3-MUC: Optimiert,14
1929,501,3-MUC: Optimiert,14
1930,543,3-MUC: Optimiert,14
1931,549,3-MUC: Optimiert,14
1932,588,3-MUC: Optimiert,14
1933,546,3-MUC: Optimiert,14
1934,585,3-MUC: Optimiert,14
1935,588,3-MUC: Optimiert,14
1936,588,3-MUC: Optimiert,14
1937,585,3-MUC: Optimiert,14
1938,585,3-MUC: Optimiert,14
1939,546,3-MUC: Optimiert,14
1940,585,3-MUC: Optimiert,14
1941,546,3-MUC: Optimiert,14
1942,546,3-MUC: Optimiert,14
1943,543,3-MUC: Optimiert,14
1944,543,3-MUC: Optimiert,14
1945,582,3-MUC: Optimiert,14
1946,585,3-MUC: Optimiert,14
1947,585,3-MUC: Optimiert,14
1948,582,3-MUC: Optimiert,14
1949,582,3-MUC: Optimiert,14
1952,660,3-MUC: Optimiert,14
1953,627,3-MUC: Optimiert,14
1955,627,3-MUC: Optimiert,14
1956,627,3-MUC: Optimiert,14
1974,627,3-MUC: Optimiert,14
1975,624,3-MUC: Optimiert,14
1976,624,3-MUC: Optimiert,14
1977,624,3-MUC: Optimiert,14
1978,624,3-MUC: Optimiert,14
1987,624,3-MUC: Optimiert,14
1988,657,3-MUC: Optimiert,14
2601,9,3-MUC: Optimiert,14
2602,21,3-MUC: Optimiert,14
2603,39,3-MUC: Optimiert,14
2604,18,3-MUC: Optimiert,14
2605,36,3-MUC: Optimiert,14
2606,36,3-MUC: Optimiert,14
2607,36,3-MUC: Optimiert,14
2608,36,3-MUC: Optimiert,14
2609,57,3-MUC: Optimiert,14
2610,57,3-MUC: Optimiert,14
2611,54,3-MUC: Optimiert,14
2612,54,3-MUC: Optimiert,14
2613,69,3-MUC: Optimiert,14
2614,54,3-MUC: Optimiert,14
2615,69,3-MUC: Optimiert,14
2616,33,3-MUC: Optimiert,14
2617,33,3-MUC: Optimiert,14
2618,33,3-MUC: Optimiert,14
2619,33,3-MUC: Optimiert,14
2620,15,3-MUC: Optimiert,14
2622,15,3-MUC: Optimiert,14
2623,33,3-MUC: Optimiert,14
2624,33,3-MUC: Optimiert,14
2625,30,3-MUC: Optimiert,14
2626,30,3-MUC: Optimiert,14
2627,33,3-MUC: Optimiert,14
2628,51,3-MUC: Optimiert,14
2629,33,3-MUC: Optimiert,14
2630,51,3-MUC: Optimiert,14
2631,51,3-MUC: Optimiert,14
2632,66,3-MUC: Optimiert,14
2633,51,3-MUC: Optimiert,14
2634,66,3-MUC: Optimiert,14
2635,33,3-MUC: Optimiert,14
2636,51,3-MUC: Optimiert,14
2637,30,3-MUC: Optimiert,14
2638,48,3-MUC: Optimiert,14
2639,51,3-MUC: Optimiert,14
2640,66,3-MUC: Optimiert,14
2641,48,3-MUC: Optimiert,14
2642,63,3-MUC: Optimiert,14
2668,15,3-MUC: Optimiert,14
2669,30,3-MUC: Optimiert,14
2670,30,3-MUC: Optimiert,14
2671,27,3-MUC: Optimiert,14
2672,27,3-MUC: Optimiert,14
2673,27,3-MUC: Optimiert,14
2674,27,3-MUC: Optimiert,14
2675,30,3-MUC: Optimiert,14
2676,48,3-MUC: Optimiert,14
2677,27,3-MUC: Optimiert,14
2678,48,3-MUC: Optimiert,14
2679,63,3-MUC: Optimiert,14
2681,63,3-MUC: Optimiert,14
2693,72,3-MUC: Optimiert,14
2694,96,3-MUC: Optimiert,14
2695,96,3-MUC: Optimiert,14
2696,96,3-MUC: Optimiert,14
2697,96,3-MUC: Optimiert,14
2698,69,3-MUC: Optimiert,14
2699,69,3-MUC: Optimiert,14
2700,69,3-MUC: Optimiert,14
2701,69,3-MUC: Optimiert,14
2702,93,3-MUC: Optimiert,14
2703,93,3-MUC: Optimiert,14
2704,93,3-MUC: Optimiert,14
2705,93,3-MUC: Optimiert,14
2706,129,3-MUC: Optimiert,14
2707,129,3-MUC: Optimiert,14
2708,129,3-MUC: Optimiert,14
2709,129,3-MUC: Optimiert,14
2710,129,3-MUC: Optimiert,14
2711,174,3-MUC: Optimiert,14
2712,129,3-MUC: Optimiert,14
2713,174,3-MUC: Optimiert,14
2714,126,3-MUC: Optimiert,14
2715,126,3-MUC: Optimiert,14
2716,126,3-MUC: Optimiert,14
2717,126,3-MUC: Optimiert,14
2718,126,3-MUC: Optimiert,14
2719,171,3-MUC: Optimiert,14
2720,126,3-MUC: Optimiert,14
2721,171,3-MUC: Optimiert,14
2722,66,3-MUC: Optimiert,14
2723,66,3-MUC: Optimiert,14
2724,66,3-MUC: Optimiert,14
2725,66,3-MUC: Optimiert,14
2726,90,3-MUC: Optimiert,14
2727,90,3-MUC: Optimiert,14
2728,90,3-MUC: Optimiert,14
2729,90,3-MUC: Optimiert,14
2730,66,3-MUC: Optimiert,14
2731,66,3-MUC: Optimiert,14
2732,63,3-MUC: Optimiert,14
2733,63,3-MUC: Optimiert,14
2734,63,3-MUC: Optimiert,14
2735,63,3-MUC: Optimiert,14
2736,63,3-MUC: Optimiert,14
2737,90,3-MUC: Optimiert,14
2738,90,3-MUC: Optimiert,14
2739,87,3-MUC: Optimiert,14
2740,87,3-MUC: Optimiert,14
2741,123,3-MUC: Optimiert,14
2742,123,3-MUC: Optimiert,14
2743,123,3-MUC: Optimiert,14
2744,123,3-MUC: Optimiert,14
2745,168,3-MUC: Optimiert,14
2746,123,3-MUC: Optimiert,14
2747,123,3-MUC: Optimiert,14
2748,120,3-MUC: Optimiert,14
2749,120,3-MUC: Optimiert,14
2750,165,3-MUC: Optimiert,14
2751,174,3-MUC: Optimiert,14
2752,222,3-MUC: Optimiert,14
2753,222,3-MUC: Optimiert,14
2754,222,3-MUC: Optimiert,14
2755,222,3-MUC: Optimiert,14
2756,171,3-MUC: Optimiert,14
2757,219,3-MUC: Optimiert,14
2758,219,3-MUC: Optimiert,14
2759,219,3-MUC: Optimiert,14
2760,219,3-MUC: Optimiert,14
2761,270,3-MUC: Optimiert,14
2762,270,3-MUC: Optimiert,14
2763,270,3-MUC: Optimiert,14
2764,270,3-MUC: Optimiert,14
2765,318,3-MUC: Optimiert,14
2766,318,3-MUC: Optimiert,14
2767,318,3-MUC: Optimiert,14
2768,318,3-MUC: Optimiert,14
2769,267,3-MUC: Optimiert,14
2770,267,3-MUC: Optimiert,14
2771,267,3-MUC: Optimiert,14
2772,267,3-MUC: Optimiert,14
2773,315,3-MUC: Optimiert,14
2774,315,3-MUC: Optimiert,14
2775,315,3-MUC: Optimiert,14
2776,315,3-MUC: Optimiert,14
2777,168,3-MUC: Optimiert,14
2778,216,3-MUC: Optimiert,14
2779,216,3-MUC: Optimiert,14
2780,216,3-MUC: Optimiert,14
2781,216,3-MUC: Optimiert,14
2782,165,3-MUC: Optimiert,14
2783,216,3-MUC: Optimiert,14
2784,216,3-MUC: Optimiert,14
2785,216,3-MUC: Optimiert,14
2786,216,3-MUC: Optimiert,14
2787,216,3-MUC: Optimiert,14
2788,213,3-MUC: Optimiert,14
2789,213,3-MUC: Optimiert,14
2790,213,3-MUC: Optimiert,14
2791,213,3-MUC: Optimiert,14
2792,213,3-MUC: Optimiert,14
2793,264,3-MUC: Optimiert,14
2794,264,3-MUC: Optimiert,14
2795,264,3-MUC: Optimiert,14
2796,264,3-MUC: Optimiert,14
2797,312,3-MUC: Optimiert,14
2798,312,3-MUC: Optimiert,14
2799,312,3-MUC: Optimiert,14
2800,312,3-MUC: Optimiert,14
2801,264,3-MUC: Optimiert,14
2802,264,3-MUC: Optimiert,14
2803,261,3-MUC: Optimiert,14
2804,261,3-MUC: Optimiert,14
2805,312,3-MUC: Optimiert,14
2806,312,3-MUC: Optimiert,14
2807,312,3-MUC: Optimiert,14
2808,312,3-MUC: Optimiert,14
2809,312,3-MUC: Optimiert,14
2810,309,3-MUC: Optimiert,14
2811,309,3-MUC: Optimiert,14
2812,309,3-MUC: Optimiert,14
2813,309,3-MUC: Optimiert,14
2814,309,3-MUC: Optimiert,14
2815,63,3-MUC: Optimiert,14
2816,63,3-MUC: Optimiert,14
2817,63,3-MUC: Optimiert,14
2818,63,3-MUC: Optimiert,14
2819,87,3-MUC: Optimiert,14
2820,87,3-MUC: Optimiert,14
2821,84,3-MUC: Optimiert,14
2822,84,3-MUC: Optimiert,14
2824,84,3-MUC: Optimiert,14
2825,84,3-MUC: Optimiert,14
2826,84,3-MUC: Optimiert,14
2827,84,3-MUC: Optimiert,14
2829,120,3-MUC: Optimiert,14
2830,120,3-MUC: Optimiert,14
2831,117,3-MUC: Optimiert,14
2832,117,3-MUC: Optimiert,14
2833,120,3-MUC: Optimiert,14
2834,165,3-MUC: Optimiert,14
2835,117,3-MUC: Optimiert,14
2836,162,3-MUC: Optimiert,14
2837,117,3-MUC: Optimiert,14
2838,117,3-MUC: Optimiert,14
2839,162,3-MUC: Optimiert,14
2840,117,3-MUC: Optimiert,14
2841,162,3-MUC: Optimiert,14
2842,114,3-MUC: Optimiert,14
2843,114,3-MUC: Optimiert,14
2844,114,3-MUC: Optimiert,14
2845,114,3-MUC: Optimiert,14
2846,114,3-MUC: Optimiert,14
2847,159,3-MUC: Optimiert,14
2848,114,3-MUC: Optimiert,14
2849,159,3-MUC: Optimiert,14
2850,111,3-MUC: Optimiert,14
2851,111,3-MUC: Optimiert,14
2852,111,3-MUC: Optimiert,14
2853,111,3-MUC: Optimiert,14
2854,111,3-MUC: Optimiert,14
2855,156,3-MUC: Optimiert,14
2856,111,3-MUC: Optimiert,14
2857,156,3-MUC: Optimiert,14
2858,156,3-MUC: Optimiert,14
2859,156,3-MUC: Optimiert,14
2860,156,3-MUC: Optimiert,14
2861,165,3-MUC: Optimiert,14
2862,213,3-MUC: Optimiert,14
2863,162,3-MUC: Optimiert,14
2864,210,3-MUC: Optimiert,14
2865,213,3-MUC: Optimiert,14
2866,213,3-MUC: Optimiert,14
2867,210,3-MUC: Optimiert,14
2868,213,3-MUC: Optimiert,14
2869,213,3-MUC: Optimiert,14
2870,210,3-MUC: Optimiert,14
2871,210,3-MUC: Optimiert,14
2872,162,3-MUC: Optimiert,14
2873,210,3-MUC: Optimiert,14
2874,162,3-MUC: Optimiert,14
2875,210,3-MUC: Optimiert,14
2876,210,3-MUC: Optimiert,14
2877,210,3-MUC: Optimiert,14
2878,210,3-MUC: Optimiert,14
2879,210,3-MUC: Optimiert,14
2880,210,3-MUC: Optimiert,14
2881,210,3-MUC: Optimiert,14
2882,210,3-MUC: Optimiert,14
2883,210,3-MUC: Optimiert,14
2884,210,3-MUC: Optimiert,14
2885,210,3-MUC: Optimiert,14
2886,261,3-MUC: Optimiert,14
2887,261,3-MUC: Optimiert,14
2888,261,3-MUC: Optimiert,14
2889,261,3-MUC: Optimiert,14
2890,258,3-MUC: Optimiert,14
2891,258,3-MUC: Optimiert,14
2892,258,3-MUC: Optimiert,14
2893,309,3-MUC: Optimiert,14
2894,309,3-MUC: Optimiert,14
2895,306,3-MUC: Optimiert,14
2896,306,3-MUC: Optimiert,14
2897,258,3-MUC: Optimiert,14
2898,258,3-MUC: Optimiert,14
2899,258,3-MUC: Optimiert,14
2900,258,3-MUC: Optimiert,14
2901,258,3-MUC: Optimiert,14
2902,258,3-MUC: Optimiert,14
2903,258,3-MUC: Optimiert,14
2904,258,3-MUC: Optimiert,14
2905,258,3-MUC: Optimiert,14
2906,258,3-MUC: Optimiert,14
2907,258,3-MUC: Optimiert,14
2908,258,3-MUC: Optimiert,14
2909,258,3-MUC: Optimiert,14
2910,306,3-MUC: Optimiert,14
2911,306,3-MUC: Optimiert,14
2912,306,3-MUC: Optimiert,14
2913,306,3-MUC: Optimiert,14
2914,306,3-MUC: Optimiert,14
2915,306,3-MUC: Optimiert,14
2916,306,3-MUC: Optimiert,14
2917,159,3-MUC: Optimiert,14
2918,207,3-MUC: Optimiert,14
2919,159,3-MUC: Optimiert,14
2920,159,3-MUC: Optimiert,14
